,username,text,created_at
2242,danfoss,"With sales of #HeatPumps growing globally by 11% &amp; in Europe by 40% in 2022, strong progress is being made in moving away from fossil-fuel based heating. However, more needs to be done to support installers says @jfi1963 in an interview for @BBCNews: https://t.co/G0smXfw1W0",2023-05-15T18:41:57.000Z
2243,danfoss,"3 minutes is all you need...

…to cut costs and unlock solutions for zero-emission transport, industry, and buildings.

Let us help you: https://t.co/vGSYjny4ek
#WhyEE #EnergyEfficiency https://t.co/EqgerQe7Ml",2023-05-17T07:25:48.000Z
2244,danfoss,"District energy plays a crucial role in decarbonizing cities, where over 75% of the world’s population lives. Join us at @EuroheatPower next week where we unlock the vast potential of district heating &amp; cooling networks: 
https://t.co/97Kij6GeEH https://t.co/4wrgveQUkU",2023-05-19T06:30:06.000Z
2245,danfoss,"On a warming planet, we can’t afford overheated buildings.

Energy efficiency solutions ensure heat supply, demand, and distribution are optimized.

Unlock the solutions: https://t.co/XF9YQ3D2N9

#WhyEE #GreenTransition #EnergyEfficiency #NetZero https://t.co/WBiEwHRbjE",2023-05-22T06:50:17.000Z
2246,danfoss,"We're pleased to sign a memorandum @C4EForum this week with Daikin, @KnaufInsulation, @ROCKWOOLGroup, @saintgobain, @SignifyCompany @VELUX, to commit working together to raise the profile of building retrofit &amp; #EnergyEfficiency across Central &amp; Eastern European countries. #WhyEE https://t.co/bZwKDG8Kwe",2023-05-25T08:37:13.000Z
2247,danfoss,We have the solutions to solve your challenges en route to the green transition. Let us help you: https://t.co/be7b6VqavY #WhyEE #EnergyEfficiency #GreenTransition https://t.co/OFzr00GNBG,2023-05-26T07:31:24.000Z
2248,danfoss,"Energy efficiency solutions available today immediately reduce emissions in diesel and hybrid machines and improve the business case for #electric drivetrains for construction machinery. 

Unlock the solutions: https://t.co/tV8Kk9qFIN 

#EnergyEfficiency #WhyEE https://t.co/CxtuaGoujr",2023-05-31T15:01:04.000Z
2249,danfoss,"The solution exists to save energy, cut costs &amp; emissions. 

Let us help you: https://t.co/hwSkVdMsQl 

#WhyEE #EnergyEfficiency https://t.co/CF8B7GeC8S",2023-06-09T07:30:07.000Z
2250,danfoss,"Last week at the @RE_Transition conference, government, energy and industry leaders came together to discuss the path to achieve net zero emissions through energy-efficient technologies such as green hydrogen and electrolyzers.

#GreenTransition #EnergyEfficiency #NetZero #GET23 https://t.co/5IvgW7hEjy",2023-06-12T07:00:20.000Z
2251,danfoss,"Denmark’s 200 Honorary Consuls came to Sønderborg, Denmark to visit 5 energy efficient solutions in the area, including Danfoss' #CarbonNeutral Headquarters. Sønderborg is on track to reach #NetZero putting #EnergyEfficiency first and working together in #ProjectZero. #WhyEE https://t.co/P5lrfHtixY",2023-06-13T08:45:31.000Z
2252,danfoss,The battle against climate change will be won – or lost – in cities. Our new whitepaper offers a roadmap for decarbonizing cities outlining how available technologies can cut emissions to meet global climate goals. Download here: https://t.co/du8H2042Kz #WhyEE #EnergyEfficiency https://t.co/8CEau8B2bh,2023-06-22T08:01:31.000Z
2253,danfoss,"Reducing energy waste through efficiency measures, electrification and sector integration must be at the heart of realistic decarbonization planning needed to reach global climate goals. Download our new whitepaper to learn more: https://t.co/du8H2042Kz #WhyEE #EnergyEfficiency https://t.co/gEiqMwgHX8",2023-06-23T07:30:14.000Z
2254,danfoss,"Supermarkets, data centers, and wastewater facilities can all be turned from heavy energy consumers into crucial energy suppliers. But how? 

Learn more in our latest whitepaper on decarbonizing cities: https://t.co/du8H2042Kz

#WhyEE #EnergyEfficiency https://t.co/PjUMvzPftl",2023-06-26T07:00:11.000Z
2255,danfoss,"Supermarkets use 3% of electricity used in industrialized countries. By recovering excess heat from their refrigeration systems, energy can be harvested to heat up the stores and produce hot water for neighborhoods. 

Learn more: https://t.co/TN9IglzdGi 

#WhyEE #EnergyEfficiency https://t.co/Etiz2H6A2Q",2023-06-27T07:00:37.000Z
2256,danfoss,"Happy Pride Day# 🌈,
Happy Pride Month# 🌈

At Danfoss, we celebrate and take Pride in an inclusive workplace where everyone can thrive by embracing their authentic selves.

Learn more about Diversity, Equity, and Inclusion at Danfoss.
https://t.co/sRX16HGuVD",2023-06-28T10:07:49.000Z
2257,danfoss,"We're building better supermarkets for the world! 
Today we opened the new ‘Smart Store’ supermarket, bringing together cutting-edge technology and energy efficient food retail solutions into one retail site for the first time. https://t.co/RtL57VQ24l #WhyEE #EnergyEfficiency https://t.co/zBFyq63Vqd",2023-06-29T07:00:45.000Z
2258,danfoss,"Paving the way for 21st century supermarkets.  
Our new ‘Smart Store’ is providing inspiration for food retailers in a world of rising energy costs, emissions, and worsening food losses. 

Download the case study to learn more: https://t.co/519SlHC6cU 

#WhyEE #EnergyEfficiency https://t.co/oyiZArc9BQ",2023-06-29T14:00:28.000Z
2259,danfoss,"Did you know 33% of all greenhouse gas emissions are generated by transport in major cities? It means ramping up electrification and efficiency measures across all forms of urban transport. 
Download the whitepaper to learn more: https://t.co/du8H2042Kz 
#WhyEE #EnergyEfficiency https://t.co/DHvL5FAoER",2023-06-30T07:00:37.000Z
2260,danfoss,"Cities offer possibilities to optimize urban planning &amp; accelerate a green transition. Cost-efficient technology is capable of cutting emissions to meet global climate goals. Join us at UIA World Congress next week. Register: https://t.co/JGsyNapoFS
#WhyEE #EnergyEfficiency https://t.co/PZjtyllVY6",2023-06-30T11:54:05.000Z
2261,danfoss,"Construction machines emit 400MT of CO2 per year. Solutions are already available to improve fuel efficiency, while more machines can be electrified. 
Join us at UIA World Congress of Architects in Copenhagen, July 4th. 
Register: https://t.co/JGsyNapoFS
#WhyEE #EnergyEfficiency https://t.co/OoJ1rx8LKi",2023-07-03T07:00:12.000Z
2262,danfoss,"We attended the UIA World Congress of Architects CPH 2023 where we discussed how to speed up change through teamwork with architects, planners, engineers, and all stakeholders involved in creating our cities.

Learn more: https://t.co/cPpp6MUeQO

#WhyEE #EnergyEfficiency @UNEP https://t.co/LnOg1koUKy",2023-07-05T13:01:22.000Z
2263,danfoss,"It takes tremendous amounts of energy to provide people with water &amp; sanitation. 

Cost-effective and energy-efficient solutions can reduce energy consumption in the water sector massively.

Discover more: https://t.co/gIoiOwurm8

#WhyEE #EnergyEfficiency #Water #GreenTransition https://t.co/x0ZXaaKYdn",2023-07-14T09:14:48.000Z
2264,danfoss,"The shipping industry contributes around 2.9% of global greenhouse gas emissions; domestic shipping is about one-fifth of this.

Unlock the huge potential for decreasing climate impact from the maritime sector in our whitepaper: https://t.co/cPpp6MUeQO

#WhyEE #EnergyEfficiency https://t.co/scr76fECow",2023-07-20T07:31:17.000Z
2265,danfoss,"Buildings account for 28% of global energy-related CO2 emissions.  Retrofitting – modifying existing buildings with green technologies – is therefore crucial for decarbonizing cities.

https://t.co/ZXeb9ZjRki https://t.co/2PNWsv5GMV",2023-08-04T13:27:16.000Z
2266,danfoss,"Decarbonizing maritime transportation is hugely important for reducing emissions and pollution.

Read more about the subject in this great article from The Guardian:
https://t.co/5alOeWK3UO

The solutions exist.
Discover them here:
https://t.co/GV9Q57YNed https://t.co/dAyPIqgpYf",2023-08-08T11:10:21.000Z
2267,danfoss,"Today, cost-effective and energy efficient solutions can reduce energy consumption in the water sector massively, not least at wastewater treatment plants.

Marselisborg leads the path to an energy neutral water sector.

Read more here: https://t.co/QBEWXcY6AE https://t.co/SkBwg8tH5F",2023-08-10T15:07:30.000Z
2268,danfoss,"Marselisborg Wastewater Treatment Plant (WWTP) produces more energy than it needs for treating wastewater for the 200,000 people it services. It produces so much energy that it can cover the energy needed for supply of drinking water as well. 

Read more: https://t.co/gIoiOwurm8 https://t.co/yxPpA5AtaW",2023-08-11T12:20:21.000Z
2269,danfoss,"The new Turkish airport in Istanbul, with annual passenger capacity of 200 million, making it the world’s busiest airport, is build from top to bottom with energy efficiency in mind.

Read more here: https://t.co/NW1x98mkWD

#WhyEE #EnergyEfficiency #DecarbonizingBuildings https://t.co/YVG3KagiCn",2023-08-15T12:47:21.000Z
2270,danfoss,"We continue the path of decarbonizing, with our half-year results delivering robust 13% growth and significant investments in sustainable technologies and innovation​

Hear more from our CEO KimFausing

Link: https://t.co/cq9YOPc3MV
#AnnualReport #EnergyEfficiency #Danfoss2023 https://t.co/JETq1J5mQh",2023-08-22T07:55:29.000Z
2271,danfoss,"We are excited to announce our half-year results. Danfoss continued to make significant investments to offer customers and partners best-in-class solutions. ​

Sales grew 13%, organic growth was 8%, with EBITA margin at 12.4%.

Read more: https://t.co/c1yLxgLQDb

#Danfoss2023 https://t.co/rG37Q5TVYr",2023-08-22T10:15:08.000Z
2272,danfoss,"Seeing is believing. Today we opened our new Application Development Centre, situated right next to our new Smart Store supermarket. It demonstrates how food retail is one of the sectors that can reduce emissions and save energy with available technology.https://t.co/YtdYDyTe1O https://t.co/b4RqEeATah",2023-08-24T11:00:35.000Z
2273,danfoss,"Today we celebrate Danfoss’ 90-year anniversary as a company that's stronger than ever and ready for the future. ​

We are 90 years young and ready for the future!​

Discover more about our journey:​
https://t.co/By4tKIxskL

#DanfossMoment #WeAreDanfoss https://t.co/GKJvMHAn62",2023-09-01T08:00:52.000Z
2274,danfoss,"Today marks our 90-year anniversary. We are proud to celebrate our legacy that dates back to 1933 when Mads Clausen started Danfoss in his parents’ farmhouse attic.​

We are 90 years young and ready for the future!​

Discover more about our journey:
https://t.co/fx2IHa8RSo https://t.co/8WU4dDUYAv",2023-09-01T15:15:36.000Z
2275,danfoss,"With over 42,000 employees worldwide, all working to build a better future – enabling our customers to decarbonize every part of society, from buildings &amp; industry to transport &amp; food production. ​

Join us in engineering tomorrow to build a better future:
https://t.co/y3o4ZDb87H https://t.co/2JjkMiT1cF",2023-09-04T08:00:14.000Z
2276,danfoss,"Volvo and Danfoss introduce first 24-hour E-truck fleet​.

Read more on decarbonizing: ​
https://t.co/WzLB85zRD0​

#Whyee #GreenTransition  #Decarbonization https://t.co/biRB2J2pGs",2023-09-06T08:00:46.000Z
2277,danfoss,"Decarbonizing Danfoss and our customers is an important step to becoming carbon neutral. Together with Volvo, we introduce nine fully electric Volvo trucks to our fleet in Denmark. This will reduce emissions by 10-15% for Danfoss Denmark. ​

Read here: https://t.co/xqkqUmmBDK https://t.co/VgBfLW2STP",2023-09-06T12:35:03.000Z
2278,danfoss,"The transition from diesel-powered vehicles to fully electric vehicles is an important step to reaching net zero​.

Read more on our ESG ambitions:
https://t.co/uMbzOK0x62

Read about our e-trucks:
https://t.co/Kqm4V7KvbW

#Whyee #Danfoss2023 #GreenTransition #Decarbonization https://t.co/bH4uCBhYmT",2023-09-08T08:00:30.000Z
2279,danfoss,"TIME Magazine: Danfoss among world’s best companies​

At Danfoss, we’re proud to be recognized by TIME as one of the World's Best Companies of 2023.

Check out what sets Danfoss apart and join the transformation: https://t.co/VApMfRg3lh

#Danfoss2023 #GreenTransition https://t.co/v5DNnEwP9K",2023-09-12T15:01:37.000Z
2280,danfoss,"The greenest energy is the energy we don’t use. Danfoss Power Solutions has received a £4.9 million grant (approx. $6.1 million) from @energygovuk to accelerate the decarbonization of excavators. 

Learn more:
https://t.co/7kEodOt6tk
#Whyee #Decarbonization #NetZero https://t.co/REA8Uyorvp",2023-09-14T08:00:13.000Z
2281,danfoss,"Danfoss is on the list of the annual World’s Best Employers list for the third consecutive year. ​

We’re proud to be recognized as one of the best employers in the world. ​

Read more about the rating here: https://t.co/JswmJ1hwWL 

#Danfoss2023 #GreenTransition https://t.co/tAmlPe6Xd7",2023-10-11T06:40:40.000Z
2282,danfoss,"With the signing of a new MOU with SK Inc., we will continue to invest in technology &amp; solutions that address the five global megatrends affecting the world today.

Read more: https://t.co/oQH1kXCdfP

#EnergyEfficiency #WhyEE #GreenTransition https://t.co/ygsEVdJex8",2023-11-01T22:10:06.000Z
2283,danfoss,"How do we prepare our energy system for the era of renewables? 

This was explored at a special event at the Embassy of Denmark in London today, marking the launch of Danfoss' new whitepaper which goes live tomorrow, November 8, at 09:00 CET.

#WhyEE #EnergyEfficiency https://t.co/DYQ7WAffxI",2023-11-07T19:32:11.000Z
2284,danfoss,"By maximizing demand-side flexibility, the EU &amp; UK can save 40 million tons of CO2 emissions annually and achieve annual societal cost savings of €10.5 billion by 2030.

Download our new whitepaper here: https://t.co/DuctE9o73j 

#WhyEE #EnergyEfficiency https://t.co/5jd13zWvVF",2023-11-08T08:00:34.000Z
2285,danfoss,"We are proud that Microsoft has highlighted our work as best-in-class and created a case video with the project leads of the Danfoss Employee Experience team.

Take a look at how Microsoft Viva Engage helps us to foster high engagement across the organization. https://t.co/77e21G32i4",2023-11-09T10:19:27.000Z
2286,danfoss,"We must use less energy by electrifying everything we can.

Transitioning to a fully electrified energy system could cut 40% of final energy consumption.

Download our new whitepaper: https://t.co/DuctE9o73j 

#WhyEE #EnergyEfficiency https://t.co/C7FN88rDzw",2023-11-10T08:00:24.000Z
2287,danfoss,"The safe &amp; reliable operation of the future energy grid requires us to place energy efficiency center stage to work in harmony with the build-out of renewables.

Download our whitepaper: https://t.co/DuctE9o73j

#WhyEE #EnergyEfficiency https://t.co/zWlL2t4pKG",2023-11-13T09:00:49.000Z
2288,danfoss,"By recovering excess heat produced from supermarket refrigeration systems, it’s possible to reuse this heat to warm up the stores and produce domestic hot water for local neighborhoods. 

Download our whitepaper: https://t.co/DuctE9o73j 

#WhyEE #EnergyEfficiency #ExcessHeat https://t.co/gqIgpKarqi",2023-11-15T08:30:08.000Z
2289,danfoss,"Last week at the 6th China International Import Expo (CIIE 2023) Danfoss had the opportunity to showcase our leading decarbonization solutions by highlighting how they can help cities decarbonize their growth in a rapid, efficient and cost-effective way.

#EnergyEfficiency #WhyEE https://t.co/exGq5BC9SD",2023-11-15T14:34:21.000Z
2290,danfoss,"In a net-zero scenario, the sources of energy must change, as well as the ways that energy is deployed, converted, used, and reused.

This engineering-led revolution is called Energy Efficiency 2.0.

Download our new whitepaper: https://t.co/DuctE9o73j 

#WhyEE #EnergyEfficiency https://t.co/1h7RAoisiz",2023-11-17T08:00:27.000Z
2291,danfoss,"In the construction sector, steps can be taken immediately to increase the efficiency of heavy-duty vehicles, thus reducing the size of the batteries needed to electrify them.

Download our new whitepaper to learn more: https://t.co/DuctE9o73j 

#WhyEE #EnergyEfficiency https://t.co/vxC9mVYabX",2023-11-20T08:00:12.000Z
2292,danfoss,"Use hydrogen wisely.

Hydrogen will play a critical role in decarbonizing hard-to-abate sectors such as steel production, shipping, and aviation – but it needs to be produced efficiently. 

Download our whitepaper to learn more: https://t.co/DuctE9o73j 

#WhyEE #EnergyEfficiency https://t.co/jVPoRn2EED",2023-11-22T08:00:11.000Z
2293,danfoss,"@SEforALLorg Danfoss is joining @COP28_UAE in welcoming commitments to the #GlobalCoolingPledge. Implementation means fostering new technological developments to enhance #EnergyEfficiency. Our Smart Store innovation center is a step forward!

Learn more: https://t.co/0YpkyxD900",2023-11-23T08:30:01.000Z
2294,danfoss,"Ahead of #COP28 the Global Stocktake Report outlines we are not on track for a sustainable future. We call on governments to double the improvements in energy efficiency and triple renewable electricity capacity.

The solutions exist: https://t.co/cuaW8Lq1Xm 

#EnergyEfficiency https://t.co/KM3h1Ahb5z",2023-11-28T08:00:39.000Z
2295,danfoss,"We are committed to bringing action and solutions to #COP28 in Dubai. We can close the gap between promises and action by implementing what we already know works.

Meet us on the ground at COP28.

See the solutions: https://t.co/cuaW8Lq1Xm

#ClimateAction #EnergyEfficiency https://t.co/0QOmGTgbBj",2023-11-30T11:49:16.000Z
2296,danfoss,"Cooling is a necessity, not a luxury as demand for cooling could triple by 2050. We can meet the increased demand, but it’s critical to save energy, and cost and reduce emissions at the same time. 

Learn more: https://t.co/NsT5IdLpZl 

#COP28 #ClimateAction #EnergyEfficiency https://t.co/msJN2pCzsl",2023-12-01T16:52:19.000Z
2297,danfoss,"Let’s double the rate of energy efficiency improvements and triple renewable electricity capacity by 2030 and ensure the new Global Pledge is included in the outcome of #COP28.

Learn more: https://t.co/3IT3BH4RvW 

#climateaction #energyefficiency https://t.co/ZKePKA5P60",2023-12-04T16:49:58.000Z
2298,danfoss,"Support of more than 100 countries to the Global Pledge on Renewables and Energy Efficiency at #COP28 is an encouraging step to get us on track for net zero by 2050. Energy efficiency &amp; renewables must go hand in hand.

Read more: https://t.co/Nv3MzwNygM
 
#EnergyEfficiency https://t.co/Gf9hFa32ix",2023-12-05T15:14:50.000Z
2299,danfoss,"Yesterday at #COP28, Danfoss added support to the Global Cooling Pledge, launched by Cool Coalition, it is the world’s first collective focus on climate-warming emissions from cooling.

Learn more: https://t.co/L616MtyWsf

#GlobalCoolingPledge #ActOnCooling #SustainableCooling",2023-12-06T13:44:00.000Z
2300,danfoss,"Danfoss is discussing sustainable supply chains at #COP28 &amp; how critical it is to decarbonize hard-to-abate sectors, therefore we joined the First Movers Coalition committing to drive global development of sustainable aluminum.

Learn more: https://t.co/4IBAAOYqPI

#ClimateAction https://t.co/1nwzpxYblX",2023-12-07T14:25:13.000Z
2301,danfoss,"The solutions for decarbonizing cities exist. If all urban areas in Europe, US and China invest in energy-efficient heating &amp; cooling of buildings, we could reduce emissions by 20% in urban areas: needed to reach the 1.5°C target.

Learn more: https://t.co/9AXc6ldyZO

#COP28 https://t.co/YjTSHSQK6S",2023-12-08T13:30:08.000Z
2302,danfoss,"Momentum is building for the Global Renewables and Energy Efficiency Pledge at #COP28.

Today, construction machinery emits as much worldwide as international aviation, but solutions exist to change this.

Learn more: https://t.co/I1KGkirHmb

#ClimateAction #EnergyEfficiency https://t.co/f9xlQQJ9nj",2023-12-11T11:47:32.000Z
2303,danfoss,"For the third year in a row, Danfoss is among the “World’s Top Companies for Women”!

Recognition by Forbes acknowledges our efforts to create a diverse and inclusive workplace.

Learn more about Diversity, Equity &amp; Inclusion: https://t.co/sRX16HGuVD

#CareerWomen #FemaleLeaders https://t.co/uGtA5IQGpI",2023-12-12T08:00:14.000Z
2304,danfoss,"The world left Dubai with the #UAEConsensus. 

The COP28 revealed to the world the huge role energy efficiency must play in a future energy system based on renewables. 

Now is the time to move from pledges to action.

Learn more: https://t.co/RXo5BsI8bc

#WhyEE https://t.co/nUK3HPTd0p",2023-12-18T08:00:56.000Z
2305,danfoss,"As we wrap up this year marking our 90 years in business, we thank you for a collaborative 2023.

Watch our year in review video and join us in celebrating our joint achievements.
 
We wish you a Happy Holidays!

#EnergyEfficiency #WhyEE #GreenTransition #WeAreDanfoss https://t.co/5RNiiFSa5u",2023-12-21T09:20:02.000Z
2306,danone,"As we could not invite everyone to the Danone Ecosystem event we brought the speakers to you through a mini-serie! For the 3rd episode, let’s discover with @fadeclerck how to fight climate change more effectively by adopting a healthy diet while considering planetary boundaries. https://t.co/wQYN0uyKYs",2023-01-06T14:00:06.000Z
2307,danone,"Stepping up on climate! By 2030, we are targeting a 30% absolute reduction in our methane emissions from fresh milk used in dairy products, aligning our efforts with the Global Methane Pledge and confirming methane reduction as an essential pillar of our 1.5°C journey. https://t.co/YX3DWo2QVI",2023-01-17T07:11:56.000Z
2308,danone,"This morning, we announced our methane reduction program. Our CEO, Antoine de Saint-Affrique, comments on it. Danone will partner with the @EnvDefenseFund. We will aim to advance research, support innovative financing for farmers, increase transparency &amp; accountability. https://t.co/AXSOPqDXXF",2023-01-17T07:29:27.000Z
2309,danone,"Our very new International Research &amp; Innovation Center will officially open its doors on February 6th in Paris-Saclay🔬
Stay tuned👀 https://t.co/2zNaFGkMnw",2023-01-23T17:14:00.000Z
2310,danone,"We’re pleased to introduce our first ever plant-based medical nutrition drink. With this innovation we now launch a plant-based medical nutrition option that meets the needs of patients with malnutrition and a vegan, vegetarian or flexitarian lifestyle. https://t.co/0FHpLk0HQS",2023-01-25T08:49:14.000Z
2311,danone,"See you next Monday, live on Twitter from our new research center to put health and innovation in the spotlight 🎥 #ResearchAtDanone https://t.co/DUMss9HWoC",2023-01-31T11:00:43.000Z
2312,danone,"Listed again! Danone is included in the 
@Bloomberg Gender Equality Index (GEI) for the 5th consecutive year. We will continue using transparency as a tool to accelerate gender equality and gender pay parity, and to work towards more inclusive workplaces. https://t.co/KEy7NwwB7O",2023-01-31T16:14:56.000Z
2313,danone,"Mark your calendar! 
We are hosting a very exciting live from our brand-new International Research &amp; Innovation center Daniel Carasso at Paris-Saclay. Join us for a special live visit and let's meet our experts and more surprises at 5:30pm. 👀 
#ResearchAtDanone https://t.co/PLmW6DGWke",2023-02-06T13:13:51.000Z
2314,danone,"We are about to unveil our new Global Research &amp; Innovation Center Daniel Carasso in Paris-Saclay. 
It will foster the development of nutritional, healthy, delicious, affordable and sustainable products. It’s a key milestone in Danone’s journey to bring healthy food to the masses https://t.co/gilMAAI6wL",2023-02-06T15:13:45.000Z
2315,danone,"Through our 1 global center in 2 sites and 6 specialized hubs across the world, we are creating spaces for researchers to use in-depth scientific expertise to develop tomorrow’s food. 
Scroll the thread to learn about each of our centers 👇 https://t.co/1YfobJGeB2",2023-02-06T15:41:34.000Z
2316,danone,Focus on our plant-based innovation center in Wevelgem 🇧🇪 https://t.co/pXl5qUvRWw,2023-02-06T15:48:03.000Z
2317,danone,"Focus on the Danone Research &amp; innovation precision nutrition d-lab, located in Singapore 🇸🇬 https://t.co/iC4sYkV9ch",2023-02-06T15:48:04.000Z
2318,danone,"Focus on one of Danone’s global research and innovation (R&amp;I) centers, located in Utrecht 🇳🇱 https://t.co/Hr79UU7bgf",2023-02-06T15:48:06.000Z
2319,danone,"Let's discover the Danone open science research center for life-transforming nutrition, located in Shanghai 🇨🇳 https://t.co/VOPnmX4gjp",2023-02-06T15:55:14.000Z
2320,danone,"Focus on the Greenhouse technical innovation center located in Louisville, Colorado 🇺🇸 https://t.co/dFqfsoqS8Z",2023-02-06T15:55:15.000Z
2321,danone,"Welcome to iSITEX research center located in Tres Cantos, Madrid area 🇪🇸 https://t.co/VeW2bCxraS",2023-02-06T15:55:16.000Z
2322,danone,"And to close the thread, discover our research packaging center in Evian-les-Bains 🇫🇷 https://t.co/wmHHj1KpD1",2023-02-06T15:56:49.000Z
2323,danone,"“This inauguration will help us contribute to health through food and to invent the food of tomorrow.”  
“Through scientific and technological progress, we will continue to bring health through food to as many people as possible.” — Antoine de Saint-Affrique, CEO of Danone https://t.co/oXq2e64yQZ",2023-02-06T16:03:38.000Z
2325,danone,"“We are proud to be able to count on a group like Danone and its teams who choose France and innovation. You are synonymous with excellence and employment.”  — Élisabeth Borne, French Prime Minister",2023-02-06T17:09:04.000Z
2326,danone,"“If I am here today it is because the projects you are carrying out contribute to building the France of tomorrow. So we will continue to support you. You represent the future of our food.”  — Élisabeth Borne, French Prime Minister",2023-02-06T17:09:40.000Z
2327,danone,"""The Saclay center is the future of health through food. I am happy that you have chosen to set up here, this center shows the excellence and rigor of French research. We have confidence in you."" – Élisabeth Borne, French Prime Minister",2023-02-06T17:11:08.000Z
2328,danone,"Today, we are proud to unveil the brand-new International Research &amp; Innovation center Daniel Carrasso at Paris-Saclay. For this occasion, let’s look back on the key moments in the development of our health research legacy. #ResearchAtDanone https://t.co/MB0Tw9GEJN",2023-02-06T17:15:35.000Z
2329,danone,"Volvic has become an official supporter of the Rugby World Cup France 2023! 🏉💧 A major and unifying event, which will take place in France from September 8th to October 28th. https://t.co/Bd1ouTnU7m",2023-02-08T17:04:52.000Z
2331,danone,"A few days ago we inaugurated our new Global R&amp;I Center in Paris-Saclay, in addition of our specialized hubs, we are creating spaces for researchers to use in-depth scientific expertise to develop tomorrow’s food. So let’s discover our 5 new global R&amp;I areas across the globe. 🌏 https://t.co/pwTKuULXmY",2023-02-21T15:31:34.000Z
2332,danone,"#FinancialResults While 2022 was a year of unprecedented external challenges and volatility, for Danone it has also been a year of deep transformation and solid delivery. Set for profitable growth in 2023.
#DanoneResults $BN",2023-02-22T07:03:00.000Z
2333,danone,"Our CEO Antoine de Saint-Affrique and our CFO Juergen Esser comment on our 2022 results. In 2023, we will increase our investments in our brands and capabilities, accelerate our transformation to deliver on our mission with even more impact, and bring Danone to where it belongs👇 https://t.co/DRO8ir6G8J",2023-02-22T07:45:01.000Z
2334,danone,"For the last 100 years, Danone has had one mission: bringing health through food to as many people as possible. Build on our fundamentals, we are revealing a new sustainability roadmap to clarify our priorities and focuses us where we can deliver the most positive impact. 👇 https://t.co/4Tv8UrH2fH",2023-02-24T09:45:20.000Z
2335,danone,"Our ambition is simple, uniting sustainability and performance to continue to grow our impact with 1 mission, 3 sustainability pillars, 12 sustainability priorities and 1 set of impact KPIs. We will work with and through our ecosystem of partners to materialize and maximize it.",2023-02-24T09:45:22.000Z
2336,danone,"Through our categories, our brands, across our functions, and partners, we will embed this framework at the core of our business, building the resilience of our supply chain, inspiring inside and outside.",2023-02-24T09:45:22.000Z
2337,danone,@limoges_aurore @DanoneFR @Salondelagri @cniel @FNIL75 @JDecerle @FNSEA @ChLambert_FNSEA @JeunesAgri @MiiMOSA_fr @ANIA_FRANCE See you there!,2023-02-27T08:20:05.000Z
2338,danone,"We are stepping up our deforestation and conversion-free strategy. We plan to go further and faster: delivering verified deforestation and conversion-free supply chains across five priority commodities by 2025, so we can move towards a forest-positive future. 🌍",2023-02-27T13:43:32.000Z
2339,danone,"Watch the full interview with our CEO Antoine de Saint-Affrique on @bfmbusiness
On the agenda: agriculture, innovation, financial results, etc...",2023-02-28T17:21:59.000Z
2340,danone,"A few words from our CEO Antoine de Saint-Affrique at the @Salondelagri 
'We continue to support regenerative farming practices to protect the planet, biodiversity and animal welfare. With famers and partners, let's build sustainable production models for future generations!' https://t.co/UliPWCf1xh",2023-03-02T12:46:18.000Z
2341,danone,"A few weeks ago, we launched a new corporate health campaign to showcase Danone’s unique role in supporting health throughout all stages of life. We are here for our customers – no matter their age, geography, or health status. Making every age the best age.",2023-03-06T09:23:15.000Z
2342,danone,"Our plant-based organic brand @Provamel is taking a step forward offering consumers easy, quick &amp; transparent access to traceability information. You'll be able to rewind to the roots of the ingredients &amp; trace them. Check out the video w/ our expert to learn more! #TrustYourFood https://t.co/wG3GdpMnpw",2023-03-14T09:47:53.000Z
2343,danone,"Today we're announcing with our partner @Incofin, the launch of the Water Access Acceleration Fund, the first-ever impact fund dedicated to investing in safe drinking-water businesses; it aims to reach 30 million people living in Asia and Africa by 2030. #W2AF https://t.co/SMQwQiT21B",2023-03-17T14:05:42.000Z
2344,danone,"@Juankifdez Hi Juanki. You should contact our customer service, that you can reach right here;
https://t.co/xLQz3FJSSK
Have a great day!",2023-03-27T13:58:22.000Z
2345,danone,"@remitouja Hello Rémi, and yet this change of colors is important. Colored bottles are more difficult to recycle, going through specialized recycling channels and being necessarily intended for uses other than food. (1/2)",2023-03-27T16:02:49.000Z
2346,danone,"@remitouja With these new transparent plastic models they can be recycled for food use, therefore allowing better ""recyclability"". (2/2)",2023-03-27T16:03:17.000Z
2347,danone,"A few weeks ago, we announced a 30% reduction target in methane emissions from fresh milk for our essential dairy products by 2030, in partnership with  the @EnvDefenseFund. Listen to this podcast to learn more 🎧 https://t.co/KbvABLT6gG https://t.co/GxDR53QG83",2023-03-28T15:09:40.000Z
2348,danone,"Katie Anderson and Chris Adamo share how this unique partnership is helping our company to reach its ambitious goal and what the future holds. It offers valuable, frontline insights into the transformation of a large corporation and agriculture as a whole!",2023-03-28T15:09:41.000Z
2349,danone,"""As a food company, agriculture is front center, absolutely critical to our business, right? Without strong suppliers without a strong supply, we can't do our business."" comments Chris Adamo,  VP of Public Affairs and Regenerative Agriculture Policy.",2023-03-28T15:09:42.000Z
2350,danone,"""We know that EDF and Danone alone aren't going to change the whole landscape. So we need policymakers, we need other companies to come along and join us in this in this effort"" comments Katie Anderson , Director at @EnvDefenseFund.",2023-03-28T15:09:42.000Z
